time,buyer_id,seller_id,price,quantity,ptype,period,buyer_algo,buyer_util,buyer_balance,seller_algo,seller_util,seller_balance
230,9,5,15,1,Y,2,ZIP,0.4,"{'money': 31, 'X': 4, 'Y': 12}",ZIP,0.2,"{'money': 230, 'X': 2, 'Y': 2}"
231,6,9,15,1,Y,2,ZIP,0.4,"{'money': 42, 'X': 4, 'Y': 10}",ZIP,0.4,"{'money': 46, 'X': 4, 'Y': 11}"
233,9,9,15,1,Y,2,ZIP,0.4,"{'money': 46, 'X': 4, 'Y': 11}",ZIP,0.4,"{'money': 46, 'X': 4, 'Y': 11}"
234,8,9,15,1,Y,2,ZIP,0.1,"{'money': 235, 'X': 1, 'Y': 4}",ZIP,0.4,"{'money': 61, 'X': 4, 'Y': 10}"
235,6,8,15,1,Y,2,ZIP,0.4,"{'money': 27, 'X': 4, 'Y': 11}",ZIP,0.1,"{'money': 250, 'X': 1, 'Y': 3}"
236,5,9,15,1,Y,2,ZIP,0.2,"{'money': 215, 'X': 2, 'Y': 3}",ZIP,0.4,"{'money': 76, 'X': 4, 'Y': 9}"
237,6,6,15,1,Y,2,ZIP,0.4,"{'money': 27, 'X': 4, 'Y': 11}",ZIP,0.4,"{'money': 27, 'X': 4, 'Y': 11}"
238,5,9,15,1,Y,2,ZIP,0.2,"{'money': 200, 'X': 2, 'Y': 4}",ZIP,0.4,"{'money': 91, 'X': 4, 'Y': 8}"
239,5,6,15,1,Y,2,ZIP,0.2,"{'money': 185, 'X': 2, 'Y': 5}",ZIP,0.4,"{'money': 42, 'X': 4, 'Y': 10}"
240,5,8,15,1,Y,2,ZIP,0.2,"{'money': 170, 'X': 2, 'Y': 6}",ZIP,0.1,"{'money': 265, 'X': 1, 'Y': 2}"
241,8,6,15,1,Y,2,ZIP,0.1,"{'money': 250, 'X': 1, 'Y': 3}",ZIP,0.4,"{'money': 57, 'X': 4, 'Y': 9}"
242,5,5,15,1,Y,2,ZIP,0.2,"{'money': 170, 'X': 2, 'Y': 6}",ZIP,0.2,"{'money': 170, 'X': 2, 'Y': 6}"
243,8,6,15,1,Y,2,ZIP,0.1,"{'money': 235, 'X': 1, 'Y': 4}",ZIP,0.4,"{'money': 72, 'X': 4, 'Y': 8}"
246,5,5,15,1,Y,2,ZIP,0.2,"{'money': 170, 'X': 2, 'Y': 6}",ZIP,0.2,"{'money': 170, 'X': 2, 'Y': 6}"
246,9,8,15,1,Y,2,ZIP,0.4,"{'money': 76, 'X': 4, 'Y': 9}",ZIP,0.1,"{'money': 250, 'X': 1, 'Y': 3}"
248,9,8,15,1,Y,2,ZIP,0.4,"{'money': 61, 'X': 4, 'Y': 10}",ZIP,0.1,"{'money': 265, 'X': 1, 'Y': 2}"
252,5,9,15,1,Y,2,ZIP,0.2,"{'money': 155, 'X': 2, 'Y': 7}",ZIP,0.4,"{'money': 76, 'X': 4, 'Y': 9}"
256,8,8,15,1,Y,2,ZIP,0.1,"{'money': 265, 'X': 1, 'Y': 2}",ZIP,0.1,"{'money': 265, 'X': 1, 'Y': 2}"
260,8,5,15,1,Y,2,ZIP,0.1,"{'money': 250, 'X': 1, 'Y': 3}",ZIP,0.2,"{'money': 170, 'X': 2, 'Y': 6}"
261,8,9,15,1,Y,2,ZIP,0.1,"{'money': 235, 'X': 1, 'Y': 4}",ZIP,0.4,"{'money': 91, 'X': 4, 'Y': 8}"
263,5,8,15,1,Y,2,ZIP,0.2,"{'money': 155, 'X': 2, 'Y': 7}",ZIP,0.1,"{'money': 250, 'X': 1, 'Y': 3}"
264,9,8,15,1,Y,2,ZIP,0.4,"{'money': 76, 'X': 4, 'Y': 9}",ZIP,0.1,"{'money': 265, 'X': 1, 'Y': 2}"
266,6,9,15,1,Y,2,ZIP,0.4,"{'money': 57, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 91, 'X': 4, 'Y': 8}"
267,6,8,15,1,Y,2,ZIP,0.4,"{'money': 42, 'X': 4, 'Y': 10}",ZIP,0.1,"{'money': 280, 'X': 1, 'Y': 1}"
270,6,5,15,1,Y,2,ZIP,0.4,"{'money': 27, 'X': 4, 'Y': 11}",ZIP,0.2,"{'money': 170, 'X': 2, 'Y': 6}"
273,8,6,15,1,Y,2,ZIP,0.1,"{'money': 265, 'X': 1, 'Y': 2}",ZIP,0.4,"{'money': 42, 'X': 4, 'Y': 10}"
277,8,6,15,1,Y,2,ZIP,0.1,"{'money': 250, 'X': 1, 'Y': 3}",ZIP,0.4,"{'money': 57, 'X': 4, 'Y': 9}"
278,8,5,15,1,Y,2,ZIP,0.1,"{'money': 235, 'X': 1, 'Y': 4}",ZIP,0.2,"{'money': 185, 'X': 2, 'Y': 5}"
281,8,6,15,1,Y,2,ZIP,0.1,"{'money': 220, 'X': 1, 'Y': 5}",ZIP,0.4,"{'money': 72, 'X': 4, 'Y': 8}"
284,5,8,15,1,Y,2,ZIP,0.2,"{'money': 170, 'X': 2, 'Y': 6}",ZIP,0.1,"{'money': 235, 'X': 1, 'Y': 4}"
288,8,5,15,1,Y,2,ZIP,0.1,"{'money': 220, 'X': 1, 'Y': 5}",ZIP,0.2,"{'money': 185, 'X': 2, 'Y': 5}"
292,9,8,15,1,Y,2,ZIP,0.4,"{'money': 76, 'X': 4, 'Y': 9}",ZIP,0.1,"{'money': 235, 'X': 1, 'Y': 4}"
296,9,8,15,1,Y,2,ZIP,0.4,"{'money': 61, 'X': 4, 'Y': 10}",ZIP,0.1,"{'money': 250, 'X': 1, 'Y': 3}"
298,5,9,15,1,Y,2,ZIP,0.2,"{'money': 170, 'X': 2, 'Y': 6}",ZIP,0.4,"{'money': 76, 'X': 4, 'Y': 9}"
299,5,8,15,1,Y,2,ZIP,0.2,"{'money': 155, 'X': 2, 'Y': 7}",ZIP,0.1,"{'money': 265, 'X': 1, 'Y': 2}"
300,6,8,15,1,Y,2,ZIP,0.4,"{'money': 57, 'X': 4, 'Y': 9}",ZIP,0.1,"{'money': 280, 'X': 1, 'Y': 1}"
1,18,13,48,1,X,3,GDZ,0.0,"{'money': 352, 'X': 1, 'Y': 0}",GDZ,0.0,"{'money': 48, 'X': 9, 'Y': 0}"
1,15,4,47,1,X,3,GDZ,0.0,"{'money': 353, 'X': 1, 'Y': 0}",ZIP,0.0,"{'money': 47, 'X': 9, 'Y': 0}"
1,12,16,47,1,X,3,GDZ,0.0,"{'money': 353, 'X': 1, 'Y': 0}",GDZ,0.0,"{'money': 47, 'X': 9, 'Y': 0}"
2,18,8,15,1,Y,3,GDZ,0.05,"{'money': 337, 'X': 1, 'Y': 1}",ZIP,0.0,"{'money': 15, 'X': 0, 'Y': 19}"
2,16,14,15,1,Y,3,GDZ,0.05,"{'money': 32, 'X': 9, 'Y': 1}",GDZ,0.0,"{'money': 15, 'X': 0, 'Y': 19}"
2,12,11,15,1,Y,3,GDZ,0.05,"{'money': 338, 'X': 1, 'Y': 1}",GDZ,0.0,"{'money': 15, 'X': 0, 'Y': 19}"
3,12,5,15,1,Y,3,GDZ,0.1,"{'money': 323, 'X': 1, 'Y': 2}",ZIP,0.0,"{'money': 15, 'X': 0, 'Y': 19}"
3,3,16,43,1,X,3,ZIP,0.0,"{'money': 357, 'X': 1, 'Y': 0}",GDZ,0.05,"{'money': 75, 'X': 8, 'Y': 1}"
3,13,11,26,1,Y,3,GDZ,0.05,"{'money': 22, 'X': 9, 'Y': 1}",GDZ,0.0,"{'money': 41, 'X': 0, 'Y': 18}"
3,4,7,46,1,X,3,ZIP,0.0,"{'money': 1, 'X': 10, 'Y': 0}",ZIP,0.0,"{'money': 46, 'X': 9, 'Y': 0}"
4,15,8,17,1,Y,3,GDZ,0.05,"{'money': 336, 'X': 1, 'Y': 1}",ZIP,0.0,"{'money': 32, 'X': 0, 'Y': 18}"
4,12,1,45,1,X,3,GDZ,0.1,"{'money': 278, 'X': 2, 'Y': 2}",ZIP,0.0,"{'money': 45, 'X': 9, 'Y': 0}"
4,15,17,16,1,Y,3,GDZ,0.1,"{'money': 320, 'X': 1, 'Y': 2}",GDZ,0.0,"{'money': 16, 'X': 0, 'Y': 19}"
4,18,11,17,1,Y,3,GDZ,0.1,"{'money': 320, 'X': 1, 'Y': 2}",GDZ,0.0,"{'money': 58, 'X': 0, 'Y': 17}"
5,6,10,45,1,X,3,ZIP,0.0,"{'money': 355, 'X': 1, 'Y': 0}",GDZ,0.0,"{'money': 45, 'X': 9, 'Y': 0}"
5,7,17,17,1,Y,3,ZIP,0.05,"{'money': 29, 'X': 9, 'Y': 1}",GDZ,0.0,"{'money': 33, 'X': 0, 'Y': 18}"
5,11,13,46,1,X,3,GDZ,0.03,"{'money': 12, 'X': 1, 'Y': 17}",GDZ,0.05,"{'money': 68, 'X': 8, 'Y': 1}"
5,1,14,18,1,Y,3,ZIP,0.05,"{'money': 27, 'X': 9, 'Y': 1}",GDZ,0.0,"{'money': 33, 'X': 0, 'Y': 18}"
6,10,14,18,1,Y,3,GDZ,0.05,"{'money': 27, 'X': 9, 'Y': 1}",GDZ,0.0,"{'money': 51, 'X': 0, 'Y': 17}"
6,14,7,47,1,X,3,GDZ,0.01,"{'money': 4, 'X': 1, 'Y': 17}",ZIP,0.05,"{'money': 76, 'X': 8, 'Y': 1}"
6,13,8,18,1,Y,3,GDZ,0.1,"{'money': 50, 'X': 8, 'Y': 2}",ZIP,0.0,"{'money': 50, 'X': 0, 'Y': 17}"
6,18,1,46,1,X,3,GDZ,0.1,"{'money': 274, 'X': 2, 'Y': 2}",ZIP,0.05,"{'money': 73, 'X': 8, 'Y': 1}"
6,16,17,16,1,Y,3,GDZ,0.1,"{'money': 59, 'X': 8, 'Y': 2}",GDZ,0.0,"{'money': 49, 'X': 0, 'Y': 17}"
7,18,11,17,1,Y,3,GDZ,0.15,"{'money': 257, 'X': 2, 'Y': 3}",GDZ,0.0725,"{'money': 29, 'X': 1, 'Y': 16}"
7,12,11,17,1,Y,3,GDZ,0.15,"{'money': 261, 'X': 2, 'Y': 3}",GDZ,0.1,"{'money': 46, 'X': 1, 'Y': 15}"
7,12,17,16,1,Y,3,GDZ,0.2,"{'money': 245, 'X': 2, 'Y': 4}",GDZ,0.0,"{'money': 65, 'X': 0, 'Y': 16}"
7,15,10,48,1,X,3,GDZ,0.1,"{'money': 272, 'X': 2, 'Y': 2}",GDZ,0.05,"{'money': 75, 'X': 8, 'Y': 1}"
7,8,14,17,1,Y,3,ZIP,0.0,"{'money': 33, 'X': 0, 'Y': 18}",GDZ,0.0525,"{'money': 21, 'X': 1, 'Y': 16}"
8,9,13,45,1,X,3,ZIP,0.0,"{'money': 355, 'X': 1, 'Y': 0}",GDZ,0.1,"{'money': 95, 'X': 7, 'Y': 2}"
8,15,11,19,1,Y,3,GDZ,0.15,"{'money': 253, 'X': 2, 'Y': 3}",GDZ,0.1,"{'money': 65, 'X': 1, 'Y': 14}"
8,12,7,46,1,X,3,GDZ,0.2,"{'money': 199, 'X': 3, 'Y': 4}",ZIP,0.05,"{'money': 122, 'X': 7, 'Y': 1}"
8,13,8,17,1,Y,3,GDZ,0.15,"{'money': 78, 'X': 7, 'Y': 3}",ZIP,0.0,"{'money': 50, 'X': 0, 'Y': 17}"
9,10,14,17,1,Y,3,GDZ,0.1,"{'money': 58, 'X': 8, 'Y': 2}",GDZ,0.095,"{'money': 38, 'X': 1, 'Y': 15}"
9,18,11,17,1,Y,3,GDZ,0.2,"{'money': 240, 'X': 2, 'Y': 4}",GDZ,0.1,"{'money': 82, 'X': 1, 'Y': 13}"
9,12,14,18,1,Y,3,GDZ,0.25,"{'money': 181, 'X': 3, 'Y': 5}",GDZ,0.1,"{'money': 56, 'X': 1, 'Y': 14}"
9,17,9,46,1,X,3,GDZ,0.0475,"{'money': 19, 'X': 1, 'Y': 16}",ZIP,0.0,"{'money': 401, 'X': 0, 'Y': 0}"
10,16,2,18,1,Y,3,GDZ,0.1025,"{'money': 41, 'X': 8, 'Y': 3}",ZIP,0.0,"{'money': 18, 'X': 0, 'Y': 19}"
10,18,13,46,1,X,3,GDZ,0.2,"{'money': 194, 'X': 3, 'Y': 4}",GDZ,0.15,"{'money': 124, 'X': 6, 'Y': 3}"
10,13,14,17,1,Y,3,GDZ,0.2,"{'money': 107, 'X': 6, 'Y': 4}",GDZ,0.1,"{'money': 73, 'X': 1, 'Y': 13}"
10,8,10,46,1,X,3,ZIP,0.01,"{'money': 4, 'X': 1, 'Y': 17}",GDZ,0.1,"{'money': 104, 'X': 7, 'Y': 2}"
10,15,11,17,1,Y,3,GDZ,0.2,"{'money': 236, 'X': 2, 'Y': 4}",GDZ,0.1,"{'money': 99, 'X': 1, 'Y': 12}"
11,11,16,47,1,X,3,GDZ,0.13,"{'money': 52, 'X': 2, 'Y': 12}",GDZ,0.15,"{'money': 88, 'X': 7, 'Y': 3}"
11,16,5,18,1,Y,3,GDZ,0.175,"{'money': 70, 'X': 7, 'Y': 4}",ZIP,0.0,"{'money': 33, 'X': 0, 'Y': 18}"
11,10,5,18,1,Y,3,GDZ,0.15,"{'money': 86, 'X': 7, 'Y': 3}",ZIP,0.0,"{'money': 51, 'X': 0, 'Y': 17}"
11,12,14,18,1,Y,3,GDZ,0.3,"{'money': 163, 'X': 3, 'Y': 6}",GDZ,0.1,"{'money': 91, 'X': 1, 'Y': 12}"
11,15,4,47,1,X,3,GDZ,0.2,"{'money': 189, 'X': 3, 'Y': 4}",ZIP,0.0,"{'money': 48, 'X': 9, 'Y': 0}"
12,12,4,47,1,X,3,GDZ,0.3,"{'money': 116, 'X': 4, 'Y': 6}",ZIP,0.0,"{'money': 95, 'X': 8, 'Y': 0}"
12,13,5,20,1,Y,3,GDZ,0.2175,"{'money': 87, 'X': 6, 'Y': 5}",ZIP,0.0,"{'money': 71, 'X': 0, 'Y': 16}"
12,18,17,18,1,Y,3,GDZ,0.25,"{'money': 176, 'X': 3, 'Y': 5}",GDZ,0.0925,"{'money': 37, 'X': 1, 'Y': 15}"
12,14,16,47,1,X,3,GDZ,0.11,"{'money': 44, 'X': 2, 'Y': 12}",GDZ,0.2,"{'money': 117, 'X': 6, 'Y': 4}"
13,16,11,19,1,Y,3,GDZ,0.245,"{'money': 98, 'X': 6, 'Y': 5}",GDZ,0.1775,"{'money': 71, 'X': 2, 'Y': 11}"
13,12,14,19,1,Y,3,GDZ,0.35,"{'money': 97, 'X': 4, 'Y': 7}",GDZ,0.1575,"{'money': 63, 'X': 2, 'Y': 11}"
13,15,17,20,1,Y,3,GDZ,0.25,"{'money': 169, 'X': 3, 'Y': 5}",GDZ,0.1,"{'money': 57, 'X': 1, 'Y': 14}"
13,10,11,18,1,Y,3,GDZ,0.17,"{'money': 68, 'X': 7, 'Y': 4}",GDZ,0.2,"{'money': 89, 'X': 2, 'Y': 10}"
14,9,10,47,1,X,3,ZIP,0.0,"{'money': 354, 'X': 1, 'Y': 0}",GDZ,0.2,"{'money': 115, 'X': 6, 'Y': 4}"
14,18,14,20,1,Y,3,GDZ,0.3,"{'money': 156, 'X': 3, 'Y': 6}",GDZ,0.2,"{'money': 83, 'X': 2, 'Y': 10}"
14,15,17,20,1,Y,3,GDZ,0.3,"{'money': 149, 'X': 3, 'Y': 6}",GDZ,0.1,"{'money': 77, 'X': 1, 'Y': 13}"
14,12,11,18,1,Y,3,GDZ,0.4,"{'money': 79, 'X': 4, 'Y': 8}",GDZ,0.2,"{'money': 107, 'X': 2, 'Y': 9}"
14,3,2,19,1,Y,3,ZIP,0.05,"{'money': 338, 'X': 1, 'Y': 1}",ZIP,0.0,"{'money': 37, 'X': 0, 'Y': 18}"
15,12,16,45,1,X,3,GDZ,0.4,"{'money': 34, 'X': 5, 'Y': 8}",GDZ,0.25,"{'money': 143, 'X': 5, 'Y': 5}"
15,6,14,19,1,Y,3,ZIP,0.05,"{'money': 336, 'X': 1, 'Y': 1}",GDZ,0.2,"{'money': 102, 'X': 2, 'Y': 9}"
15,15,13,47,1,X,3,GDZ,0.3,"{'money': 102, 'X': 4, 'Y': 6}",GDZ,0.25,"{'money': 134, 'X': 5, 'Y': 5}"
15,16,17,18,1,Y,3,GDZ,0.3,"{'money': 125, 'X': 5, 'Y': 6}",GDZ,0.1,"{'money': 95, 'X': 1, 'Y': 12}"
15,18,4,47,1,X,3,GDZ,0.3,"{'money': 109, 'X': 4, 'Y': 6}",ZIP,0.0,"{'money': 142, 'X': 7, 'Y': 0}"
16,10,11,19,1,Y,3,GDZ,0.24,"{'money': 96, 'X': 6, 'Y': 5}",GDZ,0.2,"{'money': 126, 'X': 2, 'Y': 8}"
16,3,16,46,1,X,3,ZIP,0.05,"{'money': 292, 'X': 2, 'Y': 1}",GDZ,0.3,"{'money': 171, 'X': 4, 'Y': 6}"
16,9,14,19,1,Y,3,ZIP,0.05,"{'money': 335, 'X': 1, 'Y': 1}",GDZ,0.2,"{'money': 121, 'X': 2, 'Y': 8}"
16,18,2,19,1,Y,3,GDZ,0.35,"{'money': 90, 'X': 4, 'Y': 7}",ZIP,0.0,"{'money': 56, 'X': 0, 'Y': 17}"
16,10,11,18,1,Y,3,GDZ,0.195,"{'money': 78, 'X': 6, 'Y': 6}",GDZ,0.2,"{'money': 144, 'X': 2, 'Y': 7}"
16,7,1,47,1,X,3,ZIP,0.05,"{'money': 75, 'X': 8, 'Y': 1}",ZIP,0.05,"{'money': 120, 'X': 7, 'Y': 1}"
16,15,5,19,1,Y,3,GDZ,0.35,"{'money': 83, 'X': 4, 'Y': 7}",ZIP,0.0,"{'money': 90, 'X': 0, 'Y': 15}"
17,4,10,47,1,X,3,ZIP,0.0,"{'money': 95, 'X': 8, 'Y': 0}",GDZ,0.3,"{'money': 125, 'X': 5, 'Y': 6}"
17,12,2,23,1,Y,3,GDZ,0.45,"{'money': 11, 'X': 5, 'Y': 9}",ZIP,0.0,"{'money': 79, 'X': 0, 'Y': 16}"
17,5,14,20,1,Y,3,ZIP,0.0,"{'money': 70, 'X': 0, 'Y': 16}",GDZ,0.2,"{'money': 141, 'X': 2, 'Y': 7}"
18,17,1,48,1,X,3,GDZ,0.1175,"{'money': 47, 'X': 2, 'Y': 12}",ZIP,0.05,"{'money': 168, 'X': 6, 'Y': 1}"
18,14,10,47,1,X,3,GDZ,0.235,"{'money': 94, 'X': 3, 'Y': 7}",GDZ,0.3,"{'money': 172, 'X': 4, 'Y': 6}"
19,16,2,24,1,Y,3,GDZ,0.35,"{'money': 147, 'X': 4, 'Y': 7}",ZIP,0.0,"{'money': 103, 'X': 0, 'Y': 15}"
19,15,8,22,1,Y,3,GDZ,0.4,"{'money': 61, 'X': 4, 'Y': 8}",ZIP,0.065,"{'money': 26, 'X': 1, 'Y': 16}"
19,10,17,21,1,Y,3,GDZ,0.35,"{'money': 151, 'X': 4, 'Y': 7}",GDZ,0.17,"{'money': 68, 'X': 2, 'Y': 11}"
19,11,16,48,1,X,3,GDZ,0.24,"{'money': 96, 'X': 3, 'Y': 7}",GDZ,0.35,"{'money': 195, 'X': 3, 'Y': 7}"
20,5,14,21,1,Y,3,ZIP,0.0,"{'money': 49, 'X': 0, 'Y': 17}",GDZ,0.2875,"{'money': 115, 'X': 3, 'Y': 6}"
20,3,4,47,1,X,3,ZIP,0.05,"{'money': 245, 'X': 3, 'Y': 1}",ZIP,0.0,"{'money': 142, 'X': 7, 'Y': 0}"
20,18,11,20,1,Y,3,GDZ,0.4,"{'money': 70, 'X': 4, 'Y': 8}",GDZ,0.29,"{'money': 116, 'X': 3, 'Y': 6}"
20,6,10,47,1,X,3,ZIP,0.05,"{'money': 289, 'X': 2, 'Y': 1}",GDZ,0.35,"{'money': 198, 'X': 3, 'Y': 7}"
20,9,14,21,1,Y,3,ZIP,0.1,"{'money': 314, 'X': 1, 'Y': 2}",GDZ,0.3,"{'money': 136, 'X': 3, 'Y': 5}"
21,15,1,48,1,X,3,GDZ,0.4,"{'money': 13, 'X': 5, 'Y': 8}",ZIP,0.05,"{'money': 216, 'X': 5, 'Y': 1}"
21,16,11,20,1,Y,3,GDZ,0.4,"{'money': 175, 'X': 3, 'Y': 8}",GDZ,0.3,"{'money': 136, 'X': 3, 'Y': 5}"
21,18,16,48,1,X,3,GDZ,0.4,"{'money': 22, 'X': 5, 'Y': 8}",GDZ,0.4,"{'money': 223, 'X': 2, 'Y': 8}"
21,10,14,19,1,Y,3,GDZ,0.4,"{'money': 179, 'X': 3, 'Y': 8}",GDZ,0.3,"{'money': 155, 'X': 3, 'Y': 4}"
22,13,11,19,1,Y,3,GDZ,0.2875,"{'money': 115, 'X': 5, 'Y': 6}",GDZ,0.3,"{'money': 155, 'X': 3, 'Y': 4}"
22,18,14,19,1,Y,3,GDZ,0.45,"{'money': 3, 'X': 5, 'Y': 9}",GDZ,0.3,"{'money': 174, 'X': 3, 'Y': 3}"
22,9,15,48,1,X,3,ZIP,0.1,"{'money': 266, 'X': 2, 'Y': 2}",GDZ,0.4,"{'money': 61, 'X': 4, 'Y': 8}"
22,7,17,19,1,Y,3,ZIP,0.1,"{'money': 56, 'X': 8, 'Y': 2}",GDZ,0.2,"{'money': 87, 'X': 2, 'Y': 10}"
23,3,10,46,1,X,3,ZIP,0.05,"{'money': 199, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 225, 'X': 2, 'Y': 8}"
23,16,17,23,1,Y,3,GDZ,0.45,"{'money': 200, 'X': 2, 'Y': 9}",GDZ,0.2,"{'money': 110, 'X': 2, 'Y': 9}"
23,15,7,48,1,X,3,GDZ,0.4,"{'money': 13, 'X': 5, 'Y': 8}",ZIP,0.1,"{'money': 104, 'X': 7, 'Y': 2}"
24,4,11,19,1,Y,3,ZIP,0.05,"{'money': 123, 'X': 7, 'Y': 1}",GDZ,0.3,"{'money': 174, 'X': 3, 'Y': 3}"
24,14,15,47,1,X,3,GDZ,0.3175,"{'money': 127, 'X': 4, 'Y': 3}",GDZ,0.4,"{'money': 60, 'X': 4, 'Y': 8}"
24,1,2,20,1,Y,3,ZIP,0.1,"{'money': 196, 'X': 5, 'Y': 2}",ZIP,0.0,"{'money': 123, 'X': 0, 'Y': 14}"
24,10,17,21,1,Y,3,GDZ,0.45,"{'money': 204, 'X': 2, 'Y': 9}",GDZ,0.2,"{'money': 131, 'X': 2, 'Y': 8}"
24,11,16,46,1,X,3,GDZ,0.32,"{'money': 128, 'X': 4, 'Y': 3}",GDZ,0.45,"{'money': 246, 'X': 1, 'Y': 9}"
25,16,14,21,1,Y,3,GDZ,0.5,"{'money': 225, 'X': 1, 'Y': 10}",GDZ,0.37,"{'money': 148, 'X': 4, 'Y': 2}"
25,1,11,21,1,Y,3,ZIP,0.15,"{'money': 175, 'X': 5, 'Y': 3}",GDZ,0.3725,"{'money': 149, 'X': 4, 'Y': 2}"
25,10,14,22,1,Y,3,GDZ,0.455,"{'money': 182, 'X': 2, 'Y': 10}",GDZ,0.4,"{'money': 170, 'X': 4, 'Y': 1}"
25,17,13,46,1,X,3,GDZ,0.2125,"{'money': 85, 'X': 3, 'Y': 8}",GDZ,0.3,"{'money': 161, 'X': 4, 'Y': 6}"
25,6,2,21,1,Y,3,ZIP,0.1,"{'money': 268, 'X': 2, 'Y': 2}",ZIP,0.0,"{'money': 144, 'X': 0, 'Y': 13}"
26,15,13,47,1,X,3,GDZ,0.4,"{'money': 13, 'X': 5, 'Y': 8}",GDZ,0.3,"{'money': 208, 'X': 3, 'Y': 6}"
26,6,2,21,1,Y,3,ZIP,0.15,"{'money': 247, 'X': 2, 'Y': 3}",ZIP,0.0,"{'money': 165, 'X': 0, 'Y': 12}"
26,16,14,21,1,Y,3,GDZ,0.51,"{'money': 204, 'X': 1, 'Y': 11}",GDZ,0.4,"{'money': 191, 'X': 4, 'Y': 0}"
26,4,10,47,1,X,3,ZIP,0.05,"{'money': 76, 'X': 8, 'Y': 1}",GDZ,0.5,"{'money': 229, 'X': 1, 'Y': 10}"
27,14,17,21,1,Y,3,GDZ,0.4,"{'money': 170, 'X': 4, 'Y': 1}",GDZ,0.265,"{'money': 106, 'X': 3, 'Y': 7}"
27,7,16,47,1,X,3,ZIP,0.1,"{'money': 57, 'X': 8, 'Y': 2}",GDZ,0.55,"{'money': 251, 'X': 0, 'Y': 11}"
27,10,8,22,1,Y,3,GDZ,0.5175,"{'money': 207, 'X': 1, 'Y': 11}",ZIP,0.1,"{'money': 48, 'X': 1, 'Y': 15}"
27,13,11,22,1,Y,3,GDZ,0.35,"{'money': 186, 'X': 3, 'Y': 7}",GDZ,0.4,"{'money': 171, 'X': 4, 'Y': 1}"
28,6,15,47,1,X,3,ZIP,0.15,"{'money': 200, 'X': 3, 'Y': 3}",GDZ,0.4,"{'money': 60, 'X': 4, 'Y': 8}"
28,4,14,21,1,Y,3,ZIP,0.1,"{'money': 55, 'X': 8, 'Y': 2}",GDZ,0.4,"{'money': 191, 'X': 4, 'Y': 0}"
28,2,10,47,1,X,3,ZIP,0.1,"{'money': 118, 'X': 1, 'Y': 12}",GDZ,0.55,"{'money': 254, 'X': 0, 'Y': 11}"
28,16,17,22,1,Y,3,GDZ,0.5725,"{'money': 229, 'X': 0, 'Y': 12}",GDZ,0.3,"{'money': 128, 'X': 3, 'Y': 6}"
29,3,4,47,1,X,3,ZIP,0.05,"{'money': 152, 'X': 5, 'Y': 1}",ZIP,0.1,"{'money': 102, 'X': 7, 'Y': 2}"
29,13,17,21,1,Y,3,GDZ,0.4,"{'money': 165, 'X': 3, 'Y': 8}",GDZ,0.3,"{'money': 149, 'X': 3, 'Y': 5}"
29,14,11,21,1,Y,3,GDZ,0.4,"{'money': 170, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 192, 'X': 4, 'Y': 0}"
29,15,13,48,1,X,3,GDZ,0.4,"{'money': 12, 'X': 5, 'Y': 8}",GDZ,0.4,"{'money': 213, 'X': 2, 'Y': 8}"
29,10,2,22,1,Y,3,GDZ,0.58,"{'money': 232, 'X': 0, 'Y': 12}",ZIP,0.1,"{'money': 140, 'X': 1, 'Y': 11}"
30,5,2,21,1,Y,3,ZIP,0.0,"{'money': 28, 'X': 0, 'Y': 18}",ZIP,0.1,"{'money': 161, 'X': 1, 'Y': 10}"
30,9,14,21,1,Y,3,ZIP,0.15,"{'money': 245, 'X': 2, 'Y': 3}",GDZ,0.4,"{'money': 191, 'X': 4, 'Y': 0}"
